Type,Item Code,Sales Description,Print as single line (sales),Print as single line (purchasing),Matrix Parent,Barcode,Serial Number,Item is active?,Item is Sold,Item is Purchased,Is Matrix,Commodity code,Amounts as percentage,Unit Price,Sales Units,Foreign Price 1,Foreign Price 1,Foreign Price 2,Foreign Price 2,Pays Commission,Unit Cost,Purchase Units,Foreign Cost 1,Foreign Cost 1,Foreign Cost 2,Foreign Cost 2,On Hand,On Sales Orders (Allocated),Free Stock,Average Cost,On Sales Orders (Not Allocated),Shortfall,On Purchase Orders,Stock Units,1 Purchase Unit =,1 Sales Unit =,Location,Last Stock Take,Units counted,Supplier Part number/Code,Supplier Description,Use on Purchase Documents,Default Order Type,Re-order level,Minimum Order Value,Minimum Order Quantity,Average Lead Time,Category 1,Category 2,Category 3,Category 4,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Item Class,Image 1,Image 2,Image 3,Image 4,Item is Drop Shipped,Pack Separately,Weigh Before Shipping,Number of units per box,Shipping Instructions,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Revenue/Income,Asset,Expense,Available in Portal Cart,Cart Mapping,Price Impact
Stock Item,01007,"Amager, Ex-Hop - Storm Edition HBC 342 (12 x 500ml)",,,,,,Y,Y,Y,N,,,83.46,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01008,"Amager, Faelled (12 x 500ml)",,,,,,Y,Y,Y,N,,,76.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01009,"Amager, Forarsbryg (12 x 500ml)",,,,,,Y,Y,Y,N,,,89.35,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01010,"Amager, Fru Frederiksen (12 x 500ml)",,,,,,Y,Y,Y,N,,,106.70,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10033,"Red Duck, Black Bengal (24 x 330ml)",,,,,,Y,Y,Y,N,,,94.80,Case(s),0.00,None,0.00,None,Y,0.00,,0.00,None,0.00,None,0,0,0,76.8,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02016,"Baird, Daidai Pale Ale (24 x 360ml)",,,,,,Y,Y,Y,N,,,118.95,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,46.1598666666667,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02017,"Baird, Midnight Oil Export Stout (24 x 360ml)",,,,,,Y,Y,Y,N,,,127.13,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,46.1599,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02018,"Baird, Black Smoke Stout (24 x 360ml)",,,,,,Y,Y,Y,N,,,124.40,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,46.1599,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02019,"Baird, Morning Coffee Stout (24 x 360ml)",,,,,,Y,Y,Y,N,,,127.13,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,46.15985,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,24,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02513,"Baird, KEG Daidai Pale Ale (30L keg)",,,,,,Y,Y,Y,N,,,335.05,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,137.2556875,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02501,"Baird, KEG Angry Boy Brown Ale (30L Keykeg)",,,,,,Y,Y,Y,N,,,335.31,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02502,"Baird, KEG Belgian Tripel (30L keykeg)",,,,,,Y,Y,Y,N,,,399.82,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02503,"Baird, KEG Dark Sky Imperial Stout (30L Keykeg)",,,,,,Y,Y,Y,N,,,444.14,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02504,"Baird, KEG Japan Tale Ale Keg (30L Keykeg)",,,,,,Y,Y,Y,N,,,364.36,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02505,"Baird, KEG Rising Sun Pale Ale (20L keykeg)",,,,,,Y,Y,Y,N,,,223.60,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,2,1,1,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02506,"Baird, KEG Shizuoka Natsumikan Ale (30L keykeg)",,,,,,Y,Y,Y,N,,,372.36,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02507,"Baird, KEG Single Take Session Ale (30L keykeg)",,,,,,Y,Y,Y,N,,,287.44,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10514,"Red Duck, KEG Black Bengal (30L ecokeg)",,,,,,Y,Y,Y,N,,,365.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,315,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10515,"Red Duck, KEG Jupiter (30L ecokeg)",,,,,,Y,Y,Y,N,,,415.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,365,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10516,"Red Duck, KEG Tiger Tiger (30L ecokeg)",,,,,,Y,Y,Y,N,,,415.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,365,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10517,"Red Duck, KEG Blue Monday (30L ecokeg)",,,,,,Y,Y,Y,N,,,375.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,325,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02508,"Baird, KEG Suruga Bay Imperial IPA (30L Keykeg)",,,,,,Y,Y,Y,N,,,384.49,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10518,"Red Duck, KEG The Grizzly (30L ecokeg)",,,,,,Y,Y,Y,N,,,435.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,385,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10034,"Red Duck, Tiger Tiger (24 x 330ml)",,,,,,Y,Y,Y,N,,,122.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,104,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09524,"Moylan's, KEG Rye Ale (50L keg)",,,,,,Y,Y,Y,N,,,314.32,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,76,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10035,"Red Duck, Jupiter (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,81.8,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02509,"Baird, KEG Teikoku IPA (30L keykeg)",,,,,,Y,Y,Y,N,,,325.31,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,126.7648,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,02510,"Baird, KEG Yabai-Yabai Strong Scotch Ale (30L Keykeg)",,,,,,Y,Y,Y,N,,,400.30,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04501,"Croucher, KEG Anzus IPA (50L Keg)",,,,,,Y,Y,Y,N,,,200.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04502,"Croucher, KEG Patriot (50L Keg)",,,,,,Y,Y,Y,N,,,453.65,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04503,"Croucher, KEG Coffee Stout (30L Keg)",,,,,,Y,Y,Y,N,,,330.37,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,1,0,1,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04504,"Croucher, KEG Pilsner (30L Keg)",,,,,,Y,Y,Y,N,,,299.73,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,-1,0,-1,0,0,1,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01011,"Amager, Glassware (6 x 480ml)",,,,,,Y,Y,Y,N,,,21.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,6,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04505,"Croucher, KEG Pale Ale (30L Keg)",,,,,,Y,Y,Y,N,,,299.73,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,6,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04506,"Croucher, KEG APA (50L Keg)",,,,,,Y,Y,Y,N,,,453.65,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,6,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,04507,"Croucher, KEG Raspberry Pils (50L Keg)",,,,,,Y,Y,Y,N,,,424.69,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,NZD,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,6,,cm,52,41,41,kg,65,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01012,"Amager, Gluttony - Sinner Series (12 x 500ml)",,,,,,Y,Y,Y,N,,,135.66,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01013,"Amager, Greed - Sinner Series (12 x 500ml)",,,,,,Y,Y,Y,N,,,90.09,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01014,"Amager, Hr Frederiksen - Colorado Whiskey Edition (12 x 375ml)",,,,,,Y,Y,Y,N,,,166.50,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01015,"Amager, Hr Frederiksen - Danish Red Wine Edition (12 x 375ml)",,,,,,Y,Y,Y,N,,,166.50,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01016,"Amager, Hr Frederksen (12 x 500ml)",,,,,,Y,Y,Y,N,,,115.80,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01017,"Amager, IPA (12 x 500ml)",,,,,,Y,Y,Y,N,,,104.07,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01018,"Amager, Julebryg - Vintage 2011 (12 x 500ml)",,,,,,Y,Y,Y,N,,,99.57,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01019,"Amager, Lust - Sinner Series (12 x 500ml)",,,,,,Y,Y,Y,N,,,119.90,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10036,"Red Duck, Blue Monday (24 x 330ml)",,,,,,Y,Y,Y,N,,,112.60,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,94.5999984741211,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10037,"Red Duck, Grizzly (24 x 330ml)",,,,,,Y,Y,Y,N,,,146.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,128,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10519,"Red Duck, KEG Centennial Men (30L ecokeg)",,,,,,Y,Y,Y,N,,,335.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,285,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10520,"Red Duck, KEG  Mosaic (30L ecokeg)",,,,,,Y,Y,Y,N,,,285.00,Keg(s),0.00,None,0.00,None,Y,225.00,Each,0.00,None,0.00,None,0,0,0,225,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01020,"Amager, POP (12 x 375ml)",,,,,,Y,Y,Y,N,,,160.75,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01021,"Amager, Rated XxX (12 x 500ml)",,,,,,Y,Y,Y,N,,,110.00,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01022,"Amager, Rugporter (12 x 500ml)",,,,,,Y,Y,Y,N,,,99.47,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,20001,Moondog / Kissmeyer - Nordic Saddle Buffer (24 x 330ml),,,,,,Y,Y,Y,N,,,196.50,Case(s),0.00,None,0.00,None,Y,160.00,Each,0.00,None,0.00,None,0,0,0,160,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16002,"Edge, Rakau - NZ Wheat (24 x 330ml)",,,,,,Y,Y,Y,N,,,46.85,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,44.849998,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,01023,"Amager, Secret Santa (12 x 500ml)",,,,,,Y,Y,Y,N,,,127.96,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,60,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16502,"Edge, KEG Rakau - NZ Wheat (30L keg)",,,,,,Y,Y,Y,N,,,223.60,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,161.6,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,52,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
